time,symbol,event,magic,ticket,side,volume,price,sl,tp,profit,reason,extra_json
2026-05-01T18:34:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4617.57,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:35:17Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4617.55,0.0,0.0,0.02,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:36:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4617.72,4618.92,4617.12,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:36:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4617.84,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:37:20Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4617.24,0.0,0.0,0.6,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:37:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4616.38,4617.58,4615.78,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:37:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4616.38,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:38:33Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4617.58,0.0,0.0,-1.2,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:44:57Z,XAUUSD,OPEN,20260501,,BUY,0.01,4622.43,4621.23,4623.03,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:44:57Z,XAUUSD,SKIP,20260501,,BUY,0.02,4622.48,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
